assembly,query,contig,pident,alen,qlen,qstart,qend,sstart,send,evalue,bitscore
Sb_EDRL,HXT7|YDR342C|570,ATCS02000015.1,28.947,532,570,28,531,87025,88542,1.26e-44,169.0
Sb_EDRL,HXT7|YDR342C|570,ATCS02000015.1,25.688,545,570,53,532,545192,543636,1.75e-37,147.0
Sb_EDRL,HXT7|YDR342C|570,ATCS02000016.1,28.055,581,570,6,558,136690,135023,4.54e-44,167.0
Sb_EDRL,HXT7|YDR342C|570,ATCS02000019.1,27.273,418,570,110,520,493202,492009,1.66e-26,114.0
Sb_EDRL,HXT7|YDR342C|570,ATCS02000013.1,24.766,428,570,110,517,725135,726328,7.22e-26,112.0
Sb_EDRL,HXT7|YDR342C|570,ATCS02000071.1,22.165,388,570,80,454,6256,7365,7.66e-13,70.1
Sb_EDRL,HXT8|YJL214W|569,ATCS02000047.1,98.52,473,569,1,473,89889,88471,0.0,929.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000047.1,92.708,96,569,474,569,88475,88188,0.0,165.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000055.1,67.77,574,569,1,569,161118,159400,0.0,820.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000007.1,70.265,565,569,10,569,5913,4222,0.0,803.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000007.1,66.187,556,569,15,569,9229,7571,0.0,717.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000007.1,60.345,174,569,10,178,521,3,8.65e-46,172.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000039.1,68.728,566,569,10,569,270250,268556,0.0,761.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000039.1,67.619,525,569,48,569,277717,276146,0.0,704.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000039.1,63.441,558,569,15,569,274058,272388,0.0,699.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000010.1,63.553,546,569,3,548,270254,271828,0.0,686.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000060.1,64.66,515,569,35,548,150296,148755,0.0,652.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000060.1,22.133,497,569,55,528,211694,210270,3.31e-17,84.3
Sb_EDRL,HXT8|YJL214W|569,ATCS02000051.1,55.473,539,569,30,566,3918,2302,0.0,633.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000066.1,54.25,553,569,16,566,4088,2430,0.0,631.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000001.1,55.056,534,569,16,548,10533,8932,0.0,620.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000001.1,21.257,541,569,15,541,3332,4897,6.7e-19,89.7
Sb_EDRL,HXT8|YJL214W|569,ATCS02000006.1,75.449,334,569,236,569,366829,365828,2.13e-173,543.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000050.1,38.16,511,569,44,530,58846,60354,9.14e-101,333.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000002.1,31.276,486,569,73,548,133931,135346,2.45e-67,236.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000002.1,28.922,529,569,49,566,32175,33698,6.93e-66,232.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000002.1,24.631,406,569,79,459,23319,22228,1e-07,53.9
Sb_EDRL,HXT8|YJL214W|569,ATCS02000017.1,25.743,505,569,81,560,3501,4967,8.45e-43,163.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000015.1,28.444,559,569,2,533,86926,88542,7.85e-42,160.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000015.1,24.68,547,569,55,534,545189,543636,2.8e-30,125.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000016.1,25.693,541,569,14,533,136618,135101,9.41e-38,148.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000013.1,25.118,422,569,107,519,725120,726328,8.15e-24,105.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000019.1,25.806,434,569,107,530,493217,491991,3.56e-23,103.0
Sb_EDRL,HXT8|YJL214W|569,ATCS02000071.1,20.862,441,569,27,456,6094,7365,8.02e-15,76.6
Sb_EDRL,HXT10|YFL011W|546,ATCS02000060.1,100.0,546,546,1,546,150344,148707,0.0,1110.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000060.1,22.593,509,546,37,513,211697,210261,8.46e-23,102.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000010.1,81.481,513,546,21,533,270299,271837,0.0,858.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000007.1,68.491,530,546,3,530,5862,4285,0.0,738.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000007.1,66.341,511,546,20,530,9136,7634,0.0,666.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000007.1,60.0,160,546,3,160,470,3,3.87e-45,170.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000055.1,65.577,520,546,15,530,161022,159463,0.0,715.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000039.1,67.059,510,546,22,531,277729,276206,0.0,688.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000039.1,66.478,531,546,3,530,270199,268619,0.0,687.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000039.1,62.9,531,546,3,530,274043,272451,0.0,654.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000051.1,58.35,497,546,35,530,3849,2359,0.0,617.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000066.1,57.708,506,546,35,538,3977,2460,0.0,617.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000001.1,57.172,495,546,37,530,10416,8932,0.0,608.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000001.1,22.376,505,546,23,513,3392,4867,6.89e-21,95.9
Sb_EDRL,HXT10|YFL011W|546,ATCS02000047.1,65.144,416,546,41,455,89718,88471,0.0,566.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000047.1,74.242,66,546,465,530,88448,88251,1.06e-16,82.8
Sb_EDRL,HXT10|YFL011W|546,ATCS02000006.1,69.968,313,546,218,530,366829,365891,5.98e-149,472.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000050.1,39.406,505,546,31,513,58897,60357,3.07e-106,348.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000002.1,31.992,522,546,12,512,32085,33608,2.48e-77,265.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000002.1,32.271,502,546,41,530,133880,135346,7.94e-75,257.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000002.1,21.318,516,546,25,510,23478,22018,1.24e-10,63.2
Sb_EDRL,HXT10|YFL011W|546,ATCS02000017.1,27.846,492,546,62,526,3495,4892,6.74e-49,181.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000015.1,27.977,529,546,20,514,87043,88539,1e-40,157.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000015.1,25.573,524,546,59,517,545126,543633,3.89e-30,124.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000016.1,28.0,525,546,22,521,136576,135077,1.73e-39,153.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000019.1,28.293,410,546,108,504,493160,492009,3.93e-25,109.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000013.1,23.618,398,546,94,483,725135,726265,1.18e-23,104.0
Sb_EDRL,HXT10|YFL011W|546,ATCS02000071.1,23.499,383,546,64,438,6256,7365,1.8e-17,84.7
Sb_EDRL,HXT13|YEL069C|564,ATCS02000051.1,98.936,564,564,1,564,3975,2284,0.0,1144.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000066.1,97.354,567,564,1,564,4112,2412,0.0,1129.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000001.1,90.973,565,564,1,562,10557,8863,0.0,1058.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000001.1,22.991,535,564,18,532,3344,4897,5.62e-19,90.1
Sb_EDRL,HXT13|YEL069C|564,ATCS02000055.1,59.563,549,564,18,555,161037,159409,0.0,667.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000007.1,62.083,509,564,44,552,5769,4246,0.0,643.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000007.1,54.792,553,564,1,552,9241,7595,0.0,604.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000007.1,51.587,126,564,44,169,377,3,9.88e-28,117.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000039.1,55.717,551,564,2,552,270223,268580,0.0,608.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000039.1,54.348,552,564,3,552,274064,272412,0.0,602.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000039.1,52.505,539,564,20,558,277744,276155,0.0,580.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000010.1,55.904,542,564,4,545,270230,271840,0.0,604.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000010.1,24.029,412,564,110,463,19336,18185,1.63e-10,62.8
Sb_EDRL,HXT13|YEL069C|564,ATCS02000060.1,58.35,497,564,43,539,150242,148755,0.0,590.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000060.1,22.746,488,564,68,522,211628,210261,1.01e-18,89.4
Sb_EDRL,HXT13|YEL069C|564,ATCS02000047.1,54.955,444,564,20,463,89802,88474,8.73e-165,512.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000047.1,56.471,85,564,474,558,88448,88197,8.73e-165,86.3
Sb_EDRL,HXT13|YEL069C|564,ATCS02000006.1,66.258,326,564,227,552,366829,365852,1.28e-143,457.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000050.1,36.289,485,564,59,522,58927,60357,1.22e-95,318.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000002.1,30.453,486,564,64,539,133931,135346,4.39e-64,226.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000002.1,28.177,543,564,5,521,32046,33608,1.58e-63,225.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000002.1,20.048,419,564,75,479,23316,22141,1.39e-10,63.2
Sb_EDRL,HXT13|YEL069C|564,ATCS02000017.1,27.429,525,564,50,553,3435,4970,3.08e-56,203.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000015.1,29.706,579,564,2,550,87025,88617,3.08e-47,177.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000015.1,22.306,529,564,65,525,545132,543636,6.48e-26,112.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000016.1,27.148,512,564,57,542,136492,135047,1.84e-42,162.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000019.1,24.94,417,564,103,511,493202,492015,2.44e-28,119.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000013.1,23.261,417,564,103,509,725135,726325,1.92e-23,104.0
Sb_EDRL,HXT13|YEL069C|564,ATCS02000071.1,23.023,430,564,35,447,6127,7365,6.61e-15,76.6
Sb_EDRL,HXT14|YNL318C|540,ATCS02000050.1,98.889,540,540,1,540,58744,60363,0.0,1092.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000007.1,38.94,547,540,1,538,5904,4336,1.27e-107,352.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000007.1,36.907,485,540,62,537,9073,7688,4.37e-95,316.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000007.1,38.202,178,540,1,177,512,9,1.9e-18,88.2
Sb_EDRL,HXT14|YNL318C|540,ATCS02000039.1,38.246,536,540,11,538,277759,276260,6.02e-106,347.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000039.1,37.996,529,540,19,538,270190,268670,4.22e-101,333.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000039.1,35.338,532,540,21,537,274031,272505,8.75e-97,321.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000010.1,35.986,553,540,4,537,270182,271774,7.33e-105,344.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000010.1,21.133,459,540,131,540,19303,17972,8.5e-08,53.9
Sb_EDRL,HXT14|YNL318C|540,ATCS02000055.1,36.612,549,540,8,538,161034,159514,1.2e-104,343.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000060.1,39.448,507,540,52,540,150254,148800,3.2e-102,337.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000060.1,23.471,507,540,66,540,211643,210255,6.18e-18,86.7
Sb_EDRL,HXT14|YNL318C|540,ATCS02000051.1,36.082,485,540,62,538,3801,2410,7.54e-95,315.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000066.1,35.876,485,540,62,538,3929,2538,8.4e-95,315.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000001.1,35.258,485,540,62,538,10374,8983,3.85e-94,313.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000001.1,22.449,490,540,65,538,3488,4867,4.49e-12,67.8
Sb_EDRL,HXT14|YNL318C|540,ATCS02000047.1,39.529,425,540,62,478,89688,88477,5.8e-88,295.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000006.1,39.016,305,540,242,538,366826,365942,8.01e-62,219.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000002.1,28.462,520,540,28,537,32127,33608,1.91e-61,218.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000002.1,30.515,485,540,61,538,133913,135295,3.08e-61,217.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000002.1,23.868,574,540,2,528,23595,22039,5.36e-19,89.7
Sb_EDRL,HXT14|YNL318C|540,ATCS02000017.1,25.466,483,540,66,537,3471,4838,1.63e-34,137.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000016.1,25.184,544,540,18,538,136609,135107,1.57e-32,132.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000015.1,24.021,562,540,6,538,87013,88536,1.02e-31,129.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000015.1,23.715,603,540,7,538,545309,543645,1.24e-29,123.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000019.1,24.79,476,540,61,529,493373,492009,4.2e-25,108.0
Sb_EDRL,HXT14|YNL318C|540,ATCS02000013.1,24.018,433,540,113,534,725135,726352,2.75e-21,97.1
Sb_EDRL,HXT14|YNL318C|540,ATCS02000071.1,22.857,490,540,9,463,6025,7365,5.43e-11,63.9
Sb_EDRL,HXT15|YDL245C|567,ATCS02000001.1,100.0,567,567,1,567,10557,8857,0.0,1161.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000001.1,23.158,475,567,73,535,3512,4897,1.8e-16,82.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000066.1,91.25,560,567,5,564,4100,2421,0.0,1054.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000051.1,90.603,564,567,1,564,3975,2293,0.0,1050.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000055.1,57.774,566,567,1,560,161097,159403,0.0,665.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000007.1,58.0,550,567,2,550,5907,4261,0.0,637.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000007.1,55.292,548,567,1,545,9241,7625,0.0,595.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000007.1,47.2,125,567,48,172,374,3,1.45e-25,110.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000039.1,54.212,546,567,1,545,274070,272442,0.0,598.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000039.1,55.249,543,567,5,545,270235,268610,0.0,593.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000039.1,53.743,521,567,23,542,277744,276209,0.0,569.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000010.1,54.943,526,567,17,542,270254,271828,0.0,590.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000010.1,24.396,414,567,113,466,19336,18185,8.62e-11,63.5
Sb_EDRL,HXT15|YDL245C|567,ATCS02000060.1,57.172,495,567,48,542,150236,148755,0.0,583.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000060.1,22.746,488,567,71,525,211628,210261,7.89e-18,86.3
Sb_EDRL,HXT15|YDL245C|567,ATCS02000047.1,57.178,411,567,56,466,89706,88474,1.48e-162,506.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000047.1,62.319,69,567,477,545,88448,88242,1.48e-162,84.7
Sb_EDRL,HXT15|YDL245C|567,ATCS02000006.1,67.601,321,567,230,550,366829,365867,2.2e-142,454.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000050.1,35.464,485,567,62,525,58927,60357,3.23e-94,315.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000002.1,30.648,509,567,67,565,133931,135370,1.92e-63,224.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000002.1,29.873,472,567,67,524,32250,33608,5.64e-62,220.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000002.1,20.048,419,567,78,482,23316,22141,3.2e-11,65.1
Sb_EDRL,HXT15|YDL245C|567,ATCS02000017.1,27.455,499,567,53,538,3435,4892,8.88e-53,193.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000015.1,30.32,531,567,60,562,87151,88626,2.89e-47,177.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000015.1,24.37,238,567,28,261,545255,544584,1.69e-12,69.3
Sb_EDRL,HXT15|YDL245C|567,ATCS02000015.1,25.112,223,567,308,529,544259,543633,4.44e-12,67.8
Sb_EDRL,HXT15|YDL245C|567,ATCS02000016.1,27.239,536,567,60,567,136492,134984,9.97e-43,163.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000019.1,24.221,417,567,106,514,493202,492015,3.92e-26,112.0
Sb_EDRL,HXT15|YDL245C|567,ATCS02000013.1,22.249,409,567,106,504,725135,726307,6.98e-21,96.3
Sb_EDRL,HXT15|YDL245C|567,ATCS02000071.1,23.467,473,567,2,450,5998,7365,1.37e-14,75.9
Sb_EDRL,HXT16|YJR158W|567,ATCS02000001.1,99.647,567,567,1,567,10557,8857,0.0,1158.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000001.1,22.947,475,567,73,535,3512,4897,7.71e-16,80.1
Sb_EDRL,HXT16|YJR158W|567,ATCS02000066.1,90.893,560,567,5,564,4100,2421,0.0,1050.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000051.1,90.248,564,567,1,564,3975,2293,0.0,1046.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000055.1,57.42,566,567,1,560,161097,159403,0.0,661.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000007.1,57.818,550,567,2,550,5907,4261,0.0,634.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000007.1,55.109,548,567,1,545,9241,7625,0.0,592.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000007.1,47.2,125,567,48,172,374,3,1.52e-25,110.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000039.1,54.029,546,567,1,545,274070,272442,0.0,595.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000039.1,55.064,543,567,5,545,270235,268610,0.0,590.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000039.1,53.551,521,567,23,542,277744,276209,0.0,566.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000010.1,54.753,526,567,17,542,270254,271828,0.0,587.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000010.1,24.213,413,567,113,466,19336,18185,8.4e-11,63.5
Sb_EDRL,HXT16|YJR158W|567,ATCS02000060.1,56.97,495,567,48,542,150236,148755,0.0,580.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000060.1,23.944,426,567,167,553,211370,210159,2.43e-17,84.7
Sb_EDRL,HXT16|YJR158W|567,ATCS02000047.1,56.934,411,567,56,466,89706,88474,1.17e-161,505.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000047.1,62.319,69,567,477,545,88448,88242,1.17e-161,83.2
Sb_EDRL,HXT16|YJR158W|567,ATCS02000006.1,67.29,321,567,230,550,366829,365867,2.21e-141,451.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000050.1,35.052,485,567,62,525,58927,60357,5.29e-93,311.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000002.1,30.452,509,567,67,565,133931,135370,1.24e-62,222.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000002.1,29.661,472,567,67,524,32250,33608,3.25e-61,218.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000002.1,20.286,419,567,78,482,23316,22141,6.58e-12,67.4
Sb_EDRL,HXT16|YJR158W|567,ATCS02000017.1,27.455,499,567,53,538,3435,4892,9.04e-53,193.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000015.1,29.944,531,567,60,562,87151,88626,9.74e-47,175.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000015.1,21.793,569,567,28,529,545255,543633,3.73e-24,106.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000016.1,27.239,536,567,60,567,136492,134984,2.5e-42,162.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000019.1,24.221,417,567,106,514,493202,492015,5.15e-26,112.0
Sb_EDRL,HXT16|YJR158W|567,ATCS02000013.1,22.249,409,567,106,504,725135,726307,6.63e-21,96.3
Sb_EDRL,HXT16|YJR158W|567,ATCS02000071.1,23.467,473,567,2,450,5998,7365,1.86e-14,75.5
Sb_EDRL,HXT17|YNR072W|564,ATCS02000066.1,100.0,564,564,1,564,4103,2412,0.0,1158.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000051.1,98.046,563,564,2,564,3963,2284,0.0,1125.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000001.1,91.25,560,564,2,561,10545,8866,0.0,1053.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000001.1,23.345,574,564,8,551,3293,4960,4.14e-20,93.6
Sb_EDRL,HXT17|YNR072W|564,ATCS02000055.1,58.467,561,564,6,555,161073,159409,0.0,670.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000007.1,61.886,509,564,44,552,5769,4246,0.0,640.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000007.1,54.71,552,564,2,552,9229,7595,0.0,600.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000007.1,51.587,126,564,44,169,377,3,1.09e-27,117.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000039.1,55.535,551,564,2,540,270265,268616,0.0,608.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000039.1,54.36,539,564,2,540,274055,272448,0.0,604.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000039.1,52.505,539,564,20,558,277744,276155,0.0,579.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000010.1,55.229,545,564,1,545,270215,271840,0.0,600.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000010.1,23.844,411,564,110,463,19336,18185,2.42e-10,62.4
Sb_EDRL,HXT17|YNR072W|564,ATCS02000060.1,57.708,506,564,43,548,150242,148731,0.0,588.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000060.1,22.746,488,564,68,522,211628,210261,1.8e-18,88.6
Sb_EDRL,HXT17|YNR072W|564,ATCS02000047.1,53.493,458,564,6,463,89844,88474,3.74e-164,511.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000047.1,56.471,85,564,474,558,88448,88197,3.74e-164,85.5
Sb_EDRL,HXT17|YNR072W|564,ATCS02000006.1,65.951,326,564,227,552,366829,365852,4.04e-142,453.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000050.1,36.082,485,564,59,522,58927,60357,9.39e-95,316.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000002.1,29.825,513,564,64,563,133931,135427,1.91e-64,228.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000002.1,29.225,503,564,34,521,32175,33608,1.2e-63,225.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000002.1,20.048,419,564,75,479,23316,22141,2.68e-10,62.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000017.1,27.238,525,564,50,553,3435,4970,1.44e-55,201.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000015.1,29.828,580,564,1,550,87031,88617,1.73e-48,180.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000015.1,22.117,529,564,65,525,545132,543636,2.2e-25,110.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000016.1,27.16,567,564,5,541,136621,135050,1.7e-43,165.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000019.1,24.7,417,564,103,511,493202,492015,8.81e-28,117.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000013.1,22.738,409,564,103,501,725135,726307,6.63e-23,102.0
Sb_EDRL,HXT17|YNR072W|564,ATCS02000071.1,22.462,463,564,2,447,6028,7365,1.55e-15,79.0
Sb_EDRL,IMA1|YGR287C|589,ATCS02000013.1,99.083,545,589,45,589,4653,6287,0.0,1121.0
Sb_EDRL,IMA1|YGR287C|589,ATCS02000071.1,71.891,587,589,1,587,5040,3295,0.0,909.0
Sb_EDRL,IMA1|YGR287C|589,ATCS02000047.1,64.87,575,589,12,586,90706,92421,0.0,801.0
Sb_EDRL,IMA5|YJL216C|581,ATCS02000047.1,95.697,581,581,1,581,90688,92430,0.0,1163.0
Sb_EDRL,IMA5|YJL216C|581,ATCS02000071.1,60.764,576,581,7,581,5010,3289,0.0,761.0
Sb_EDRL,IMA5|YJL216C|581,ATCS02000013.1,64.935,539,581,44,579,4665,6281,0.0,748.0
Sb_EDRL,MAL12|YGR292W|584,ATCS02000071.1,99.658,584,584,1,584,5040,3289,0.0,1210.0
Sb_EDRL,MAL12|YGR292W|584,ATCS02000013.1,71.243,539,584,48,582,4665,6281,0.0,827.0
Sb_EDRL,MAL12|YGR292W|584,ATCS02000047.1,61.111,576,584,11,584,90706,92430,0.0,763.0
Sb_EDRL,MAL31|YBR298C|614,ATCS02000071.1,99.793,483,614,1,483,5917,7365,0.0,1001.0
Sb_EDRL,MAL31|YBR298C|614,ATCS02000001.1,75.537,605,614,1,604,3185,4990,0.0,954.0
Sb_EDRL,MAL31|YBR298C|614,ATCS02000001.1,23.156,583,614,28,592,10554,8899,6.93e-19,90.1
Sb_EDRL,MAL31|YBR298C|614,ATCS02000013.1,99.351,154,614,461,614,1,462,1.5e-92,311.0
Sb_EDRL,MAL31|YBR298C|614,ATCS02000019.1,100.0,141,614,474,614,592432,592010,4.19e-84,287.0
Sb_EDRL,MAL31|YBR298C|614,ATCS02000002.1,24.268,478,614,114,571,32274,33647,8.99e-23,102.0
Sb_EDRL,MAL31|YBR298C|614,ATCS02000002.1,24.516,465,614,114,562,133955,135295,1.44e-21,98.6
Sb_EDRL,MAL31|YBR298C|614,ATCS02000039.1,21.311,610,614,10,594,277912,276167,9.54e-22,99.4
Sb_EDRL,MAL31|YBR298C|614,ATCS02000039.1,21.34,567,614,37,565,270268,268661,1.39e-17,85.9
Sb_EDRL,MAL31|YBR298C|614,ATCS02000039.1,20.724,608,614,15,596,274121,272415,1.73e-17,85.5
Sb_EDRL,MAL31|YBR298C|614,ATCS02000051.1,22.587,549,614,71,600,3873,2296,5.61e-19,90.5
Sb_EDRL,MAL31|YBR298C|614,ATCS02000010.1,23.295,528,614,79,565,270299,271786,6.48e-19,90.1
Sb_EDRL,MAL31|YBR298C|614,ATCS02000066.1,21.678,572,614,38,576,4100,2448,1.06e-18,89.4
Sb_EDRL,MAL31|YBR298C|614,ATCS02000060.1,21.23,504,614,114,604,150155,148710,4.3e-18,87.4
Sb_EDRL,MAL31|YBR298C|614,ATCS02000055.1,21.071,579,614,4,565,161187,159505,3e-17,84.7
Sb_EDRL,MAL31|YBR298C|614,ATCS02000007.1,21.19,538,614,61,565,9196,7676,4.92e-16,80.9
